delay_event_id,raw_flight_id,delay_ts,delay_category,delay_code,delay_minutes,notes
DE0000011463,F00016122,03/16/2024 18:41,WX,CR02,11,ground stop
DE0000011464,F00016123,06-02-2024 06:29,WX,WX01,1,late inbound
DE0000011465,F00016125,18-09-2025 11:19,other,CR02,1,
DE0000011466,F00016125,09/18/2025 10:11,MAINT,OPS9,9,
DE0000011467,F00016129,19-05-2024 18:44,CRW,MX5,4,late inbound
DE0000011468,F00016131,23-11-2024 08:45,CRW,GT3,2,maintenance check
DE0000011469,F00016139,06-02-2025 15:42,crew,OPS9,3,
DE0000011470,F00016139,02-06-2025 16:44,CRW,OPS9,7,ground stop
DE0000011471,F00016142,24-01-2025 08:55,airport,CR02,-7,late inbound
DE0000011472,F00016142,24-01-2025 08:57,MX,,4,deicing
DE0000011473,F00016145,23-11-2025 13:48,maint,,24,gate hold
DE0000011474,F00016145,11/23/2025 13:37,OTHER,WX01,-11,deicing
DE0000011475,F00016146,10-10-2024 09:02,CREW,OPS9,0m,ground stop
DE0000011476,F00016146,10-10-2024 09:36,GATE,ATC7,3,
DE0000011477,F00016149,12/25/2025 12:50,OTHER,WX01,29,gate hold
DE0000011478,F00016150,09-09-2025 06:25,WEATHER,GT3,7m,gate hold
DE0000011479,F00016150,09-09-2025 05:41,weather,OPS9,1,deicing
DE0000011480,F00016150,09-09-2025 07:49,atc,WX01,14,gate hold
DE0000011481,F00016156,12-03-2025 12:47,CREW,WX01,8,deicing
DE0000011482,F00016156,2025-12-03T12:46:00,maint,OPS9,7m,deicing
DE0000011483,F00016156,12-03-2025 13:09,MX,CR02,1,late inbound
DE0000011484,F00016163,2025-06-29T16:45:00,TRAFFIC,OPS9,9,maintenance check
DE0000011485,F00016163,2025-06-29T15:29:00,weather,GT3,2,maintenance check
DE0000011486,F00016164,11-11-2024 06:48,OTHER,GT3,24,maintenance check
DE0000011487,F00016164,11-11-2024 05:31,OPS,,14,crew swap
DE0000011488,F00016170,14-02-2025 17:42,maint,GT3,3,maintenance check
DE0000011489,F00016170,14-02-2025 17:35,airport,WX01,12,ground stop
DE0000011490,F00016171,27-01-2025 09:02,CREW,CR02,5,crew swap
DE0000011491,F00016172,06/15/2024 07:54,airport,OPS9,6,late inbound
DE0000011492,F00016172,15-06-2024 08:43,WEATHER,ATC7,2,gate hold
DE0000011493,F00016172,15-06-2024 07:20,AIRPORT,OPS9,4,late inbound
DE0000011494,F00016174,10-12-2024 07:47,MX,GT3,4,late inbound
DE0000011495,F00016174,2024-10-12T06:33:00,CREW,GT3,11,crew swap
DE0000011496,F00016174,12-10-2024 07:03,TRAFFIC,,1,maintenance check
DE0000011497,F00016175,30-10-2024 00:16,maint,,11,maintenance check
DE0000011498,F00016176,09-12-2024 02:37,maint,MX5,1,deicing
DE0000011499,F00016176,12-09-2024 01:46,airport,,1,
DE0000011500,F00016176,09-12-2024 03:55,TRAFFIC,OPS9,-2,deicing
DE0000011501,F00016184,05-04-2025 14:56,crew,OPS9,13,late inbound
DE0000011502,F00016186,03-12-2025 02:05,MX,ATC7,-13,
DE0000011503,F00016188,07-08-2025 21:54,GATE,,1,gate hold
DE0000011504,F00016188,07-08-2025 20:48,WX,OPS9,12m,gate hold
DE0000011505,F00016192,18-01-2025 01:00,WX,CR02,1,deicing
DE0000011506,F00016192,18-01-2025 00:45,MAINT,CR02,2,late inbound
DE0000011507,F00016192,18-01-2025 01:00,TRAFFIC,MX5,7,ground stop
DE0000011508,F00016195,31-03-2024 00:23,CRW,CR02,2,gate hold
DE0000011509,F00016195,31-03-2024 01:21,maint,CR02,4,crew swap
DE0000011510,F00016195,31-03-2024 01:16,CREW,MX5,15,deicing
DE0000011511,F00016196,06-10-2024 06:22,TRAFFIC,ATC7,14m,gate hold
DE0000011512,F00016196,10-06-2024 06:41,GATE,,7,
DE0000011513,F00016201,03/18/2025 23:14,WX,WX01,10,deicing
DE0000011514,F00016211,06/30/2025 04:00,TRAFFIC,OPS9,1,late inbound
DE0000011515,F00016211,30-06-2025 03:44,CRW,WX01,7m,deicing
DE0000011516,F00016213,10-11-2025 12:42,weather,OPS9,27,ground stop
DE0000011517,F00016217,13-02-2025 11:47,maint,,14,gate hold
DE0000011518,F00016221,12-09-2025 21:31,ATC,MX5,15,gate hold
DE0000011519,F00016223,21-03-2024 11:11,airport,WX01,8,late inbound
DE0000011520,F00016223,21-03-2024 11:19,airport,ATC7,22,ground stop
DE0000011521,F00016225,14-03-2025 19:38,ATC,MX5,12,
DE0000011522,F00016226,05-05-2024 07:38,ATC,CR02,72,late inbound
DE0000011523,F00016227,09-03-2025 00:51,airport,OPS9,24,ground stop
DE0000011524,F00016228,02/19/2025 06:59,other,GT3,1,deicing
DE0000011525,F00016231,23-06-2025 17:46,CREW,,0,crew swap
DE0000011526,F00016231,23-06-2025 18:05,airport,ATC7,11,deicing
DE0000011527,F00016231,23-06-2025 16:59,AIRPORT,WX01,1,
DE0000011528,F00016235,17-08-2025 20:00,atc,GT3,12,
DE0000011529,F00016238,12-11-2024 09:57,weather,GT3,7,late inbound
DE0000011530,F00016238,12-11-2024 10:29,WEATHER,MX5,22,
DE0000011531,F00016238,12-11-2024 11:05,OTHER,,1,maintenance check
DE0000011532,F00016239,31-08-2024 06:21,MAINT,MX5,9,ground stop
DE0000011533,F00016239,31-08-2024 07:46,WEATHER,ATC7,3m,
DE0000011534,F00016239,08/31/2024 07:05,ATC,,3,gate hold
DE0000011535,F00016249,04-02-2024 19:39,MAINT,GT3,2,late inbound
DE0000011536,F00016249,04-02-2024 17:20,CREW,,3,ground stop
DE0000011537,F00016251,04-03-2025 10:21,MAINT,MX5,1,ground stop
DE0000011538,F00016251,04-03-2025 08:33,OPS,WX01,3,ground stop
DE0000011539,F00016251,03-04-2025 10:08,OPS,GT3,10m,gate hold
DE0000011540,F00016252,02-05-2024 02:15,crew,MX5,22,late inbound
DE0000011541,F00016254,17-12-2024 01:52,MAINT,ATC7,9,late inbound
DE0000011542,F00016255,23-10-2025 23:58,weather,CR02,3,
DE0000011543,F00016255,24-10-2025 00:21,WEATHER,CR02,5,maintenance check
DE0000011544,F00016256,12-12-2025 11:41,WX,WX01,2,ground stop
DE0000011545,F00016256,12-12-2025 11:10,MAINT,,8,gate hold
DE0000011546,F00016256,12-12-2025 11:07,atc,,-1,maintenance check
DE0000011547,F00016257,04-09-2024 15:00,OPS,ATC7,13m,deicing
DE0000011548,F00016257,04-09-2024 14:17,MX,WX01,21,crew swap
DE0000011549,F00016259,02-06-2025 06:04,CREW,,2,gate hold
DE0000011550,F00016259,06-02-2025 06:42,CREW,GT3,4m,ground stop
DE0000011551,F00016259,02-06-2025 06:10,other,ATC7,1,late inbound
DE0000011552,F00016260,23-02-2024 13:29,OTHER,MX5,1,gate hold
DE0000011553,F00016260,23-02-2024 13:29,atc,GT3,-1,crew swap
DE0000011554,F00016264,14-02-2025 05:42,AIRPORT,,3,maintenance check
DE0000011555,F00016264,02/14/2025 07:54,TRAFFIC,ATC7,1m,late inbound
DE0000011556,F00016264,2025-02-14T06:34:00,GATE,ATC7,22,maintenance check
DE0000011557,F00016268,13-09-2024 21:16,CRW,WX01,3,
DE0000011558,F00016270,17-10-2025 00:03,WEATHER,CR02,21,late inbound
DE0000011559,F00016273,28-04-2024 21:43,GATE,ATC7,21,crew swap
DE0000011560,F00016273,28-04-2024 22:35,MAINT,MX5,-13,
DE0000011561,F00016273,04/28/2024 23:45,airport,GT3,3,
DE0000011562,F00016274,06-02-2025 11:41,CRW,,0m,late inbound
DE0000011563,F00016274,02-06-2025 10:54,CREW,CR02,28,ground stop
DE0000011564,F00016276,14-05-2025 22:37,OTHER,,1,late inbound
DE0000011565,F00016276,05/14/2025 21:18,WX,CR02,28,deicing
DE0000011566,F00016280,02-12-2025 15:13,other,WX01,83,ground stop
DE0000011567,F00016281,02-09-2025 18:15,WEATHER,WX01,6,crew swap
DE0000011568,F00016281,09-02-2025 20:08,maint,,14,late inbound
DE0000011569,F00016281,02-09-2025 19:32,crew,CR02,1,gate hold
DE0000011570,F00016283,29-03-2024 04:26,WX,,3,deicing
DE0000011571,F00016283,29-03-2024 06:38,MAINT,WX01,1,deicing
DE0000011572,F00016283,03/29/2024 06:19,maint,OPS9,3m,ground stop
DE0000011573,F00016284,02-04-2025 09:28,airport,,7,deicing
DE0000011574,F00016284,02-04-2025 10:32,other,WX01,1,maintenance check
DE0000011575,F00016284,04-02-2025 08:40,atc,OPS9,3,ground stop
DE0000011576,F00016287,18-07-2025 17:41,atc,MX5,13,
DE0000011577,F00016293,04/19/2025 15:12,airport,GT3,3,deicing
DE0000011578,F00016293,19-04-2025 15:41,weather,CR02,8,ground stop
DE0000011579,F00016298,08-03-2024 00:49,CREW,ATC7,7,crew swap
DE0000011580,F00016300,01-02-2026 21:59,weather,MX5,0,gate hold
DE0000011581,F00016300,02-01-2026 22:47,MX,WX01,30,ground stop
DE0000011582,F00016301,17-01-2026 23:58,AIRPORT,GT3,3,late inbound
DE0000011583,F00016301,17-01-2026 23:51,ATC,MX5,1m,gate hold
DE0000011584,F00016301,2026-01-17T22:46:00,CREW,ATC7,1,ground stop
DE0000011585,F00016302,08-01-2025 02:17,airport,ATC7,0,maintenance check
DE0000011586,F00016302,2025-01-08T03:36:00,ATC,CR02,1,ground stop
DE0000011587,F00016304,11/29/2024 10:43,CREW,MX5,15,late inbound
DE0000011588,F00016305,20-07-2024 17:56,atc,OPS9,13,deicing
DE0000011589,F00016312,2025-09-11T16:39:00,GATE,OPS9,1m,crew swap
DE0000011590,F00016312,11-09-2025 16:45,WX,CR02,1,crew swap
DE0000011591,F00016312,11-09-2025 18:11,CRW,ATC7,1,crew swap
DE0000011592,F00016314,19-02-2025 01:44,crew,GT3,20,
DE0000011593,F00016314,2025-02-19T03:17:00,CREW,MX5,3,
DE0000011594,F00016314,19-02-2025 01:45,WX,WX01,1,deicing
DE0000011595,F00016315,11-07-2024 00:52,MAINT,CR02,2,gate hold
DE0000011596,F00016321,03-04-2024 13:56,other,ATC7,21,maintenance check
DE0000011597,F00016322,07/23/2024 02:36,CRW,,4,crew swap
DE0000011598,F00016322,23-07-2024 04:04,CRW,WX01,7,maintenance check
DE0000011599,F00016322,23-07-2024 04:03,AIRPORT,OPS9,8,gate hold
DE0000011600,F00016325,2024-12-24T01:48:00,MX,MX5,46,late inbound
DE0000011601,F00016327,07-10-2025 18:27,CREW,OPS9,1,ground stop
DE0000011602,F00016327,07-10-2025 19:30,other,ATC7,1,late inbound
DE0000011603,F00016327,07-10-2025 18:08,other,CR02,1,maintenance check
DE0000011604,F00016328,20-10-2024 19:26,crew,GT3,8,crew swap
DE0000011605,F00016331,09-09-2024 14:36,weather,MX5,1,gate hold
DE0000011606,F00016331,09-09-2024 14:13,CRW,CR02,18,crew swap
DE0000011607,F00016331,09-09-2024 14:04,ATC,MX5,11,ground stop
DE0000011608,F00016332,24-08-2024 00:37,atc,ATC7,12,maintenance check
DE0000011609,F00016332,23-08-2024 22:21,CRW,GT3,2,late inbound
DE0000011610,F00016332,23-08-2024 23:35,maint,MX5,-4,ground stop
DE0000011611,F00016335,07-01-2025 03:52,MX,WX01,30,maintenance check
DE0000011612,F00016337,2025-10-05T05:11:00,TRAFFIC,GT3,11,crew swap
DE0000011613,F00016338,21-11-2025 02:05,CREW,OPS9,27m,crew swap
DE0000011614,F00016338,21-11-2025 03:27,ATC,GT3,1,crew swap
DE0000011615,F00016338,21-11-2025 02:23,maint,WX01,15,ground stop
DE0000011616,F00016344,12-02-2025 20:57,GATE,OPS9,12,crew swap
DE0000011617,F00016344,02-12-2025 20:55,crew,ATC7,4,ground stop
DE0000011618,F00016345,14-03-2024 01:08,CRW,CR02,19,gate hold
DE0000011619,F00016346,03-11-2024 14:42,crew,,14,ground stop
DE0000011620,F00016346,11-03-2024 13:28,CREW,CR02,20,
DE0000011621,F00016346,03-11-2024 14:13,MAINT,GT3,9,
DE0000011622,F00016347,21-06-2024 01:09,maint,,5,maintenance check
DE0000011623,F00016347,21-06-2024 03:03,maint,CR02,10,maintenance check
DE0000011624,F00016349,27-09-2025 03:24,CREW,ATC7,7,deicing
DE0000011625,F00016349,09/27/2025 04:04,MX,GT3,4,ground stop
DE0000011626,F00016349,2025-09-27T03:30:00,OPS,,2,
DE0000011627,F00016350,28-07-2024 19:32,maint,,8,gate hold
DE0000011628,F00016350,07/28/2024 19:40,other,ATC7,2,maintenance check
DE0000011629,F00016350,28-07-2024 19:12,AIRPORT,CR02,6,ground stop
DE0000011630,F00016351,21-11-2024 11:21,airport,GT3,4,gate hold
DE0000011631,F00016351,21-11-2024 13:11,MX,OPS9,5,deicing
DE0000011632,F00016351,21-11-2024 11:37,maint,GT3,11,deicing
DE0000011633,F00016356,04-11-2024 14:37,other,GT3,4,gate hold
DE0000011634,F00016356,11-04-2024 14:35,other,ATC7,-2,gate hold
DE0000011635,F00016357,23-12-2024 09:29,WEATHER,ATC7,11,ground stop
DE0000011636,F00016357,23-12-2024 07:39,TRAFFIC,OPS9,8,maintenance check
DE0000011637,F00016357,23-12-2024 09:04,CREW,MX5,12m,gate hold
DE0000011638,F00016359,09-06-2024 15:54,WEATHER,CR02,2,deicing
DE0000011639,F00016359,09-06-2024 15:18,WX,MX5,1,gate hold
DE0000011640,F00016361,18-12-2024 10:03,crew,CR02,2,deicing
DE0000011641,F00016361,18-12-2024 09:10,CRW,WX01,5,
DE0000011642,F00016362,08-01-2025 18:37,other,MX5,7,late inbound
DE0000011643,F00016362,08-01-2025 20:14,WX,CR02,1,late inbound
DE0000011644,F00016362,01-08-2025 19:16,ATC,MX5,4,gate hold
DE0000011645,F00016365,30-09-2025 14:38,other,WX01,0m,deicing
DE0000011646,F00016365,30-09-2025 14:21,OPS,OPS9,10,deicing
DE0000011647,F00016365,2025-09-30T12:56:00,TRAFFIC,OPS9,1,ground stop
DE0000011648,F00016368,10-04-2025 13:08,OPS,ATC7,0m,
DE0000011649,F00016368,2025-04-10T13:05:00,WX,,1m,ground stop
DE0000011650,F00016368,04-10-2025 12:38,WEATHER,CR02,1,ground stop
DE0000011651,F00016373,03-03-2025 07:39,CRW,,5,ground stop
DE0000011652,F00016373,03-03-2025 07:11,airport,,14,ground stop
DE0000011653,F00016375,2024-07-09T05:05:00,CRW,MX5,1,crew swap
DE0000011654,F00016375,09-07-2024 04:02,CRW,WX01,11,late inbound
DE0000011655,F00016375,09-07-2024 05:15,MAINT,MX5,16m,ground stop
DE0000011656,F00016376,18-07-2025 21:08,OPS,CR02,11m,late inbound
DE0000011657,F00016376,18-07-2025 18:37,CRW,MX5,5,ground stop
DE0000011658,F00016376,07/18/2025 18:35,OTHER,,-2,
DE0000011659,F00016378,12-08-2024 14:18,weather,ATC7,4,crew swap
DE0000011660,F00016378,12-08-2024 13:46,WEATHER,GT3,1,crew swap
DE0000011661,F00016378,08-12-2024 11:45,CREW,,7,late inbound
DE0000011662,F00016390,10-10-2025 11:22,TRAFFIC,CR02,13,
DE0000011663,F00016391,2025-05-16T18:31:00,WX,OPS9,0,ground stop
DE0000011664,F00016391,16-05-2025 20:33,OTHER,OPS9,20,late inbound
DE0000011665,F00016395,04-07-2025 15:01,crew,,31m,
DE0000011666,F00016396,21-07-2025 11:10,CRW,,18m,deicing
DE0000011667,F00016397,02-01-2025 18:46,maint,ATC7,9,ground stop
DE0000011668,F00016397,01-02-2025 20:03,airport,MX5,13,ground stop
DE0000011669,F00016399,23-02-2025 02:52,maint,ATC7,4,crew swap
DE0000011670,F00016399,02/23/2025 02:05,MAINT,ATC7,1,deicing
DE0000011671,F00016399,02/23/2025 04:00,TRAFFIC,GT3,5m,ground stop
DE0000011672,F00016400,02-06-2024 12:22,crew,GT3,-1,deicing
DE0000011673,F00016400,06-02-2024 12:44,CREW,ATC7,1,
DE0000011674,F00016400,02-06-2024 13:16,OPS,OPS9,1m,maintenance check
DE0000011675,F00016403,10-04-2025 17:03,TRAFFIC,MX5,4,ground stop
DE0000011676,F00016403,10-04-2025 16:05,crew,MX5,12,deicing
DE0000011677,F00016403,2025-04-10T16:01:00,MX,ATC7,1,maintenance check
DE0000011678,F00016406,23-04-2024 02:53,CRW,,69m,late inbound
DE0000011679,F00016406,23-04-2024 03:06,AIRPORT,CR02,1,deicing
DE0000011680,F00016406,23-04-2024 02:22,other,CR02,1,crew swap
DE0000011681,F00016408,08/23/2025 15:36,atc,GT3,-1,deicing
DE0000011682,F00016408,23-08-2025 18:10,WX,,1,deicing
DE0000011683,F00016408,23-08-2025 18:00,WEATHER,GT3,1,gate hold
DE0000011684,F00016409,08-02-2024 21:21,TRAFFIC,CR02,14,crew swap
DE0000011685,F00016414,18-11-2024 21:52,CREW,WX01,9,deicing
DE0000011686,F00016414,2024-11-18T20:29:00,WEATHER,OPS9,9,crew swap
DE0000011687,F00016414,18-11-2024 19:40,CRW,OPS9,3,late inbound
DE0000011688,F00016416,13-12-2025 05:25,MAINT,,1,late inbound
DE0000011689,F00016418,21-10-2024 13:52,TRAFFIC,ATC7,7m,late inbound
DE0000011690,F00016420,13-10-2025 09:06,AIRPORT,,-1,gate hold
DE0000011691,F00016420,13-10-2025 08:24,GATE,MX5,1,deicing
DE0000011692,F00016420,2025-10-13T09:19:00,GATE,,1m,late inbound
DE0000011693,F00016424,12-05-2024 11:32,atc,MX5,87,ground stop
DE0000011694,F00016429,10-12-2025 15:44,CREW,WX01,7,crew swap
DE0000011695,F00016429,10-12-2025 18:24,other,GT3,21,
DE0000011696,F00016430,07-03-2025 14:07,MX,ATC7,0,deicing
DE0000011697,F00016430,2025-03-07T14:34:00,atc,OPS9,4,late inbound
DE0000011698,F00016430,07-03-2025 14:17,OTHER,,5,ground stop
DE0000011699,F00016433,15-02-2025 18:51,CREW,CR02,7,late inbound
DE0000011700,F00016433,15-02-2025 18:17,CRW,,2,late inbound
DE0000011701,F00016433,2025-02-15T18:07:00,ATC,,1,
DE0000011702,F00016434,09-03-2025 20:19,other,GT3,19,
DE0000011703,F00016435,30-07-2025 13:01,CRW,MX5,11,ground stop
DE0000011704,F00016435,07/30/2025 14:01,ATC,OPS9,9,crew swap
DE0000011705,F00016435,30-07-2025 13:17,weather,OPS9,8,
DE0000011706,F00016437,31-08-2025 23:20,crew,MX5,12,crew swap
DE0000011707,F00016437,31-08-2025 23:09,WX,CR02,12,maintenance check
DE0000011708,F00016438,05/15/2025 20:50,airport,GT3,68,gate hold
DE0000011709,F00016440,12/16/2025 07:30,OPS,OPS9,68,deicing
DE0000011710,F00016442,01-02-2025 10:25,weather,GT3,4,late inbound
DE0000011711,F00016444,27-03-2024 05:35,WX,GT3,15,ground stop
DE0000011712,F00016450,29-08-2024 05:48,crew,WX01,15,deicing
DE0000011713,F00016453,21-07-2024 10:58,WEATHER,,0,deicing
DE0000011714,F00016453,07/21/2024 12:24,weather,MX5,14,
DE0000011715,F00016458,15-02-2025 09:28,OPS,CR02,20,ground stop
DE0000011716,F00016458,15-02-2025 09:28,OPS,MX5,7,ground stop
DE0000011717,F00016458,02/15/2025 09:09,OPS,WX01,3,
DE0000011718,F00016463,15-11-2025 04:54,GATE,,0,
DE0000011719,F00016463,15-11-2025 03:11,TRAFFIC,,5,late inbound
DE0000011720,F00016463,15-11-2025 05:12,ATC,MX5,5,late inbound
DE0000011721,F00016467,26-10-2024 13:27,AIRPORT,MX5,0,maintenance check
DE0000011722,F00016467,26-10-2024 13:30,crew,ATC7,2,deicing
DE0000011723,F00016467,2024-10-26T13:56:00,other,WX01,10,
DE0000011724,F00016474,21-07-2024 06:15,WEATHER,MX5,1,late inbound
DE0000011725,F00016475,18-02-2024 23:27,OTHER,GT3,14,gate hold
DE0000011726,F00016475,02/18/2024 23:06,OPS,MX5,2,
DE0000011727,F00016475,18-02-2024 22:04,AIRPORT,ATC7,5,
DE0000011728,F00016477,05-09-2025 10:02,atc,MX5,10,ground stop
DE0000011729,F00016477,2025-09-05T08:51:00,OTHER,OPS9,13,late inbound
DE0000011730,F00016483,03-02-2024 21:13,WX,,0,deicing
DE0000011731,F00016483,03-02-2024 21:30,WX,WX01,-1,crew swap
DE0000011732,F00016486,04-05-2025 15:54,WX,GT3,59,ground stop
DE0000011733,F00016488,07-02-2025 03:08,crew,CR02,13,maintenance check
DE0000011734,F00016492,24-05-2024 17:48,MX,WX01,6,gate hold
DE0000011735,F00016492,24-05-2024 18:30,AIRPORT,WX01,2,ground stop
DE0000011736,F00016492,24-05-2024 18:24,crew,,1,gate hold
DE0000011737,F00016493,05-06-2025 06:13,atc,OPS9,7m,ground stop
DE0000011738,F00016493,05-06-2025 07:50,ATC,OPS9,4,maintenance check
DE0000011739,F00016501,03-03-2025 08:13,WEATHER,CR02,8,late inbound
DE0000011740,F00016501,03-03-2025 06:56,OTHER,,19,deicing
DE0000011741,F00016502,12-11-2024 21:08,WX,WX01,0,maintenance check
DE0000011742,F00016502,11-12-2024 22:57,OPS,OPS9,1m,maintenance check
DE0000011743,F00016503,19-12-2024 05:37,other,MX5,1,ground stop
DE0000011744,F00016503,12/19/2024 04:16,WX,,1,ground stop
DE0000011745,F00016503,19-12-2024 03:21,OPS,,1,maintenance check
DE0000011746,F00016504,13-12-2024 15:47,CRW,OPS9,1,
DE0000011747,F00016505,04-10-2025 08:52,WEATHER,OPS9,5,ground stop
DE0000011748,F00016505,04-10-2025 07:33,WX,MX5,39,
DE0000011749,F00016505,04-10-2025 08:31,AIRPORT,GT3,42,maintenance check
DE0000011750,F00016508,14-05-2025 19:04,MX,MX5,27,crew swap
DE0000011751,F00016508,14-05-2025 16:30,atc,CR02,5,late inbound
DE0000011752,F00016514,05-11-2024 17:44,airport,MX5,41,ground stop
DE0000011753,F00016516,07-10-2025 16:33,MX,CR02,6,crew swap
DE0000011754,F00016516,10-07-2025 16:05,AIRPORT,MX5,1,deicing
DE0000011755,F00016517,02-11-2025 12:53,crew,ATC7,4m,crew swap
DE0000011756,F00016517,11-02-2025 12:32,TRAFFIC,,16,deicing
DE0000011757,F00016521,2025-02-27T08:40:00,maint,WX01,17,deicing
DE0000011758,F00016527,28-07-2024 04:31,TRAFFIC,,69,late inbound
DE0000011759,F00016529,08-12-2024 18:12,OTHER,GT3,11,ground stop
DE0000011760,F00016529,08-12-2024 19:28,atc,CR02,3,ground stop
DE0000011761,F00016529,08-12-2024 18:02,OPS,ATC7,4,gate hold
DE0000011762,F00016530,04-05-2024 18:15,airport,WX01,40,maintenance check
DE0000011763,F00016531,2024-12-15T05:14:00,CRW,WX01,9,deicing
DE0000011764,F00016531,12/15/2024 04:55,GATE,WX01,8,late inbound
DE0000011765,F00016531,15-12-2024 05:38,AIRPORT,MX5,2,
DE0000011766,F00016532,23-12-2025 12:49,GATE,GT3,19,deicing
DE0000011767,F00016533,28-03-2025 14:35,MX,WX01,30,maintenance check
DE0000011768,F00016538,11-06-2025 10:30,WX,WX01,55,late inbound
DE0000011769,F00016542,18-07-2024 20:27,airport,,1,maintenance check
DE0000011770,F00016542,18-07-2024 21:58,CREW,WX01,7,gate hold
DE0000011771,F00016542,07/18/2024 21:07,airport,,-1,crew swap
DE0000011772,F00016545,06-06-2024 05:16,WX,ATC7,15,gate hold
DE0000011773,F00016545,06-06-2024 05:13,other,ATC7,15,ground stop
DE0000011774,F00016547,13-06-2024 17:01,crew,ATC7,50,
DE0000011775,F00016547,06/13/2024 17:14,TRAFFIC,CR02,152,crew swap
DE0000011776,F00016548,09-08-2025 12:06,atc,ATC7,7m,gate hold
DE0000011777,F00016548,2025-08-09T12:22:00,GATE,ATC7,19,deicing
DE0000011778,F00016548,09-08-2025 11:48,WX,ATC7,2,ground stop
DE0000011779,F00016551,24-02-2024 21:22,MAINT,GT3,11,
DE0000011780,F00016551,24-02-2024 22:19,atc,GT3,18,deicing
DE0000011781,F00016556,08-06-2025 00:24,WEATHER,CR02,8,late inbound
DE0000011782,F00016560,22-06-2024 11:28,CRW,MX5,1m,
DE0000011783,F00016560,06/22/2024 13:19,crew,ATC7,1,deicing
DE0000011784,F00016560,22-06-2024 11:39,crew,GT3,11,maintenance check
DE0000011785,F00016561,23-06-2024 18:13,GATE,MX5,-4,deicing
DE0000011786,F00016561,23-06-2024 16:20,other,MX5,9,crew swap
DE0000011787,F00016561,23-06-2024 17:50,maint,OPS9,1,deicing
DE0000011788,F00016566,05-07-2025 18:50,WX,OPS9,8,gate hold
DE0000011789,F00016566,05-07-2025 19:46,OPS,CR02,1,late inbound
DE0000011790,F00016566,05-07-2025 19:16,WX,CR02,11,late inbound
DE0000011791,F00016567,05-06-2024 21:02,WEATHER,MX5,4,maintenance check
DE0000011792,F00016569,08-07-2024 04:13,WEATHER,GT3,13,
DE0000011793,F00016569,2024-07-08T03:48:00,AIRPORT,CR02,-3,ground stop
DE0000011794,F00016570,22-09-2024 20:56,OTHER,WX01,17,late inbound
DE0000011795,F00016570,22-09-2024 19:16,TRAFFIC,MX5,25,
DE0000011796,F00016571,06-06-2024 02:42,maint,WX01,1,ground stop
DE0000011797,F00016571,06-06-2024 04:17,GATE,GT3,29,gate hold
DE0000011798,F00016573,04-08-2025 01:20,AIRPORT,MX5,33,maintenance check
DE0000011799,F00016576,02-02-2025 19:03,other,MX5,7,late inbound
DE0000011800,F00016576,02-02-2025 17:06,CREW,WX01,2,maintenance check
DE0000011801,F00016577,03-10-2025 21:06,crew,,1,gate hold
DE0000011802,F00016584,2024-08-21T20:18:00,MX,MX5,7,gate hold
DE0000011803,F00016587,02/16/2024 02:22,atc,WX01,0,ground stop
DE0000011804,F00016587,16-02-2024 01:52,GATE,,1,gate hold
DE0000011805,F00016588,01-10-2024 17:52,airport,CR02,3,
DE0000011806,F00016588,2024-10-01T18:19:00,other,ATC7,15,crew swap
DE0000011807,F00016590,05-05-2025 19:34,maint,,1,maintenance check
DE0000011808,F00016590,05-05-2025 20:03,MAINT,OPS9,3m,gate hold
DE0000011809,F00016592,29-07-2025 02:10,MAINT,WX01,22,crew swap
DE0000011810,F00016593,11-12-2024 22:13,atc,WX01,11,deicing
DE0000011811,F00016593,11-12-2024 19:50,MX,GT3,-22,gate hold
DE0000011812,F00016593,11-12-2024 22:00,WX,MX5,7m,ground stop
DE0000011813,F00016594,22-11-2025 09:27,CREW,MX5,8,maintenance check
DE0000011814,F00016601,10-01-2025 00:51,GATE,WX01,5,
DE0000011815,F00016601,30-09-2025 22:34,OPS,MX5,4,
DE0000011816,F00016601,30-09-2025 22:59,TRAFFIC,ATC7,2m,maintenance check
DE0000011817,F00016608,28-12-2025 04:42,GATE,CR02,-20,ground stop
DE0000011818,F00016608,28-12-2025 05:18,maint,CR02,6,gate hold
DE0000011819,F00016608,28-12-2025 03:24,atc,OPS9,24,crew swap
DE0000011820,F00016614,2024-05-11T22:53:00,OPS,GT3,10,late inbound
DE0000011821,F00016614,11-05-2024 23:09,WEATHER,GT3,12m,gate hold
DE0000011822,F00016614,11-05-2024 22:41,AIRPORT,GT3,8,
DE0000011823,F00016615,2025-09-02T15:20:00,other,GT3,38m,gate hold
DE0000011824,F00016615,02-09-2025 15:12,TRAFFIC,OPS9,11,deicing
DE0000011825,F00016621,10/16/2024 00:22,ATC,OPS9,-37,maintenance check
DE0000011826,F00016621,2024-10-15T22:12:00,ATC,,8,ground stop
DE0000011827,F00016626,04-03-2024 07:04,other,OPS9,7,deicing
DE0000011828,F00016628,2025-05-29T12:28:00,atc,OPS9,1,
DE0000011829,F00016628,2025-05-29T10:38:00,WEATHER,WX01,4,deicing
DE0000011830,F00016628,2025-05-29T10:40:00,CRW,OPS9,2,maintenance check
DE0000011831,F00016629,03-11-2025 01:27,crew,,44,deicing
DE0000011832,F00016633,22-10-2024 00:12,other,,17,late inbound
DE0000011833,F00016634,23-09-2025 03:18,airport,MX5,10,ground stop
